city,latitude,longitude
"Schenectady, NY",42.8142432,-73.9395687
"Chico, CA",45.5484418,-73.5428
"St. Bonifacius, MN",44.9055181,-93.7474636
"Greensboro, NC",36.0726355,-79.7919754
"Joplin, MO",37.0842271,-94.513281
"Stillwater, OK",36.1156306,-97.0585717
"Carson, CA",33.8322043,-118.2517547
"Winona, MN",44.0500054,-91.6392294
"West Lafayette, IN",40.4258686,-86.9080655
"Arkadelphia, AR",34.1209292,-93.053784
"Milwaukee, WI",43.0349931,-87.922497
"Rock Island, IL",41.5094771,-90.5787477
"Notre Dame, IN",41.70456775,-86.23822026
"Chattanooga, TN",35.0456297,-85.3096801
"Kingston, RI",41.4803791,-71.5225598
"Laredo, TX",27.5060991,-99.5088979
"Oakland City, IN",38.3386591,-87.3450132
"Thousand Oaks, CA",34.17142715,-118.9105877
"Salisbury, MD",38.3662114,-75.6008881
"Gaffney, SC",35.0717945,-81.6498195
"Hiram, OH",41.312555,-81.14371
"Niagara University, NY",43.13755555,-79.03751256
"Nampa, ID",43.5737361,-116.5596313
"Ruston, LA",54.2344048,-0.5315468
"Castleton, VT",43.610725,-73.179932
"Knoxville, TN",35.9603948,-83.9210261
"Emory, VA",36.7728907,-81.8362343
"Tallahassee, FL",30.4380832,-84.2809332
"Salt Lake City, UT",40.7670126,-111.8904308
"Canyon, TX",34.9798392,-101.9193395
"Atlanta, GA",33.7490987,-84.3901849
"Bismarck, ND",46.808327,-100.783739
"Sherman, TX",33.6360125,-96.6097889
"Pembroke, NC",34.6801627,-79.1950373
"Rindge, NH",42.7511964,-72.0098021
"Holly Springs, MS",34.7675967,-89.4486894
"Wooster, OH",40.7991766,-81.9383187
"Champaign, IL",40.1164205,-88.2433829
"Wilberforce, OH",39.7173,-83.88547926
"St. Joseph, MO",40.184325,-95.012248
"University Heights, OH",41.497831,-81.537346
"Canton, OH",40.7989522,-81.3784445
"West Chester, PA",39.9597213,-75.6059638
"Canton, NY",44.5956163,-75.1690942
"Tuskegee, AL",32.4240286,-85.6916195
"Wilson, NC",35.594004,-82.4265105
"Pittsburg, KS",37.4108841,-94.70496
"Quincy, IL",39.9356016,-91.4098727
"Ypsilanti, MI",42.2410562,-83.613055
"Danbury, CT",41.394817,-73.4540111
"Grand Junction, CO",39.063956,-108.5507317
"Americus, GA",32.0723862,-84.2326876
"Houghton, MI",47.121872,-88.569012
"River Falls, WI",44.8595111,-92.6265897
"New Britain, CT",41.68174355,-72.78814653
"New Ulm, MN",44.2821195,-94.45185521
"Moscow, ID",46.7323875,-117.0001651
"Goodwell, OK",36.5935539,-101.6300784
"Montclair, NJ",40.8259332,-74.2090344
"Johnson, VT",44.636504,-72.67844175
"Burnaby, BC",49.2433804,-122.9725459
"Clarksville, TN",36.5277607,-87.3588703
"Augusta, GA",33.4709714,-81.9748429
"Marquette, MI",46.5434914,-87.396433
"Youngstown, OH",41.1035786,-80.6520161
"Grinnell, IA",41.7430554,-92.7224206
"New Haven, CT",41.3082138,-72.9250518
"Pocatello, ID",42.8688613,-112.4401098
"Emmitsburg, MD",39.7045417,-77.3269307
"Buena Vista, VA",37.7342962,-79.3539292
"Romeoville, IL",41.6475306,-88.0895061
"College Station, TX",30.6253463,-96.3271538
"Redlands, CA",34.0707195,-117.0995057
"Carrollton, GA",33.5801103,-85.0766113
"Rohnert Park, CA",38.3396367,-122.7010984
"Newport, RI",41.4899827,-71.3137707
"Forest Grove, OR",45.5197452,-123.1114405
"Weston, MA",42.3667625,-71.3031132
"North Andover, MA",42.6987024,-71.1350575
"Nashville, TN",36.1622296,-86.7743531
"Aston, PA",39.8765,-75.4511
"Dayton, OH",39.7589478,-84.1916069
"Ewing, NJ",40.2688105,-74.8006895
"Las Cruces, NM",33.1680687,-107.2275523
"Valparaiso, IN",41.4730948,-87.0611412
"Mount Berry, GA",34.27982,-85.182043
"Auburn, AL",32.6848205,-85.48827731
"Russellville, AR",35.2784173,-93.1337856
"Henniker, NH",43.179645,-71.822433
"Danville, VA",36.5859718,-79.3950228
"Warrensburg, MO",38.7627893,-93.7360498
"Ripon, WI",43.8424502,-88.8372972
"Newberg, OR",45.300596,-122.9725418
"Fort Worth, TX",32.753177,-97.3327459
"Indianola, IA",41.3605271,-93.5599632
"Albion, MI",42.243097,-84.7530304
"Huntsville, TX",30.7235263,-95.5507771
"Rochester, MI",44.0233269,-92.4630215
"Radnor, PA",40.0420325,-75.3535975
"Bradford, PA",41.7746685,-76.5264613
"Westminster, MD",39.5752639,-76.9959277
"Orem, UT",40.2971825,-111.694943
"Birmingham, AL",33.5206824,-86.8024326
"Crawfordsville, IN",40.0401991,-86.8990249
"Cedar Falls, IA",42.5274123,-92.4453179
"Amherst, MA",42.3803676,-72.523143
"Colorado Springs, CO",38.8339578,-104.8253485
"Seattle, WA",47.6038321,-122.3300624
"Chicopee, MA",42.1487043,-72.6078672
"Cedarville, OH",39.7442268,-83.8085372
"Brockport, NY",43.213671,-77.93918
"Springfield, OH",39.9242266,-83.8088172
"Bloomsburg, PA",40.4295374,-76.0132703
"Odessa, TX",31.8457149,-102.367687
"Eureka, IL",40.7213015,-89.2726708
"Rockville Centre, NY",40.6587138,-73.6412406
"Sparkill, NY",41.0289025,-73.93265807
"Middletown, PA",40.1997955,-76.7310903
"Brunswick, ME",43.905599,-69.97599148
"Staten Island, NY",40.5834557,-74.1496048
"Chambersburg, PA",39.9405903,-77.6598624
"Durham, NC",35.9966551,-78.9018115
"Eau Claire, WI",44.811349,-91.4984941
"York, PA",39.962398,-76.727392
"Durham, NH",43.134564,-70.927048
"East Lansing, MI",42.7355416,-84.4852469
"Stony Brook, NY",40.9256538,-73.140943
"Boone, NC",36.216795,-81.6745517
"San Marcos, CA",33.1433723,-117.1661449
"Brooklyn Heights, NY",40.69608485,-73.99502784
"Hackettstown, NJ",40.8539878,-74.8290556
"Long Beach, CA",44.4567705,-78.7359702
"Provo, UT",40.2338438,-111.6585337
"Harrogate, TN",36.5703375,-83.65142489
"Rome, GA",42.3644238,-7.2605864
"Cookeville, TN",36.1623886,-85.4997057
"Peoria, IL",40.6938609,-89.5891008
"Jacksonville, IL",30.3321838,-81.655651
"Fond Du Lac, WI",43.7748763,-88.4458033
"Monmouth, OR",44.8486414,-123.2290777
"Alcorn State, MS",34.8734817,-88.5667345
"Morgantown, WV",39.6296809,-79.9559437
"Westerville, OH",40.1261743,-82.9290696
"Asheville, NC",35.6009498,-82.5540161
"Fort Myers, FL",26.640628,-81.8723084
"Pueblo, CO",38.2544472,-104.609141
"Glenside, PA",40.103196,-75.15155345
"Stephenville, TX",32.2207307,-98.2026165
"Riverside, CA",49.122193,-122.2971512
"Clinton, MS",32.3415342,-90.3217585
"Mount Pleasant, MI",43.597646,-84.7668495
"Gorham, ME",43.6796943,-70.4429342
"Pullman, WA",46.7304268,-117.173895
"Rosemont, PA",50.3909592,2.3384546
"Urbana, OH",40.1083912,-83.7524298
"Dobbs Ferry, NY",41.0145418,-73.872635
"Columbus, OH",39.9622601,-83.0007065
"Utica, NY",43.1009031,-75.2326641
"Ogden, UT",41.2230048,-111.9738429
"Storrs, CT",41.8084314,-72.2495231
"Central, SC",34.7257424,-82.7804999
"Lexington, KY",38.0464066,-84.4970393
"Azusa, CA",34.1338751,-117.9056046
"Ann Arbor, MI",42.2681569,-83.7312291
"Cleveland, OH",41.5051613,-81.6934446
"New London, CT",41.3556539,-72.0995209
"San Rafael, CA",37.9735346,-122.5310874
"McMinnville, OR",45.2109843,-123.1975851
"Waterville, ME",44.5520105,-69.6317121
"Hamburg, NY",42.716293,-78.828717
"Madison, WI",43.074761,-89.3837613
"Seaside, CA",49.27183005,-123.1066734
"Petersburg, VA",37.1924594,-77.3677408
"High Point, NC",35.5867763,-82.6479068
"Poultney, VT",43.5219265,-73.18962053
"Geneseo, NY",42.795896,-77.816947
"Weatherford, OK",35.5261633,-98.7075744
"Mahwah, NJ",41.0887072,-74.1437552
"Saint Louis, MO",48.541544,2.6596918
"Anderson, IN",40.1053196,-85.6802541
"New York, NY",40.7306458,-73.9866136
"Lubbock, TX",33.5778631,-101.8551665
"Oneonta, NY",42.453492,-75.0629531
"Cobleskill, NY",42.677853,-74.4854172
"Bethany, OK",35.5186728,-97.6322648
"Cape Girardeau, MO",37.4130879,-89.6317403
"Farmville, VA",37.3024713,-78.3923813
"Alpine, TX",30.3573802,-103.6609367
"Aurora, IL",41.7571701,-88.3147539
"Morrisville, NY",42.8986792,-75.6401825
"Morehead, KY",38.1839705,-83.4326841
"Hancock, MI",47.126871,-88.580956
"Mechanicsburg, PA",40.2101972,-77.0047276
"San Marcos, TX",29.8826436,-97.9405828
"Las Vegas, NV",36.1662859,-115.149225
"Lafayette, LA",30.2240897,-92.0198427
"Jamaica, NY",40.6914852,-73.8056771
"Fairfax, VA",38.8462236,-77.3063733
"Las Vegas, NM",35.5939325,-105.2238969
"Rockford, IL",42.2713945,-89.093966
"Scranton, PA",41.4086874,-75.6621294
"Amherst, NY",42.9783924,-78.7997616
"Fullerton, CA",33.8708215,-117.9294165
"Wilmington, OH",39.4453393,-83.8285375
"Bronxville, NY",40.9381544,-73.8320784
"Green Bay, WI",44.5126379,-88.0125794
"Wise, VA",36.9759345,-82.5757108
"Shippensburg, PA",40.0562262,-77.5139074
"Salem, VA",37.293378,-80.054667
"Lancaster, PA",40.03813,-76.3056686
"Walla Walla, WA",46.0649999,-118.3302784
"Sioux City, IA",42.4966815,-96.4058782
"Glenville, WV",38.9342573,-80.8376033
"University Center, MI",42.73778025,-84.55423361
"Santa Cruz, CA",40.2139237,-8.4335089
"Galloway, NJ",40.780164,-74.2763308
"Arlington, VA",38.8903961,-77.0841585
"Little Rock, AR",34.7464809,-92.2895948
"Claremore, OK",36.3125897,-95.6158701
"Menomonie, WI",44.8755183,-91.9193422
"Westfield, MA",42.1250929,-72.7495381
"Williamsport, PA",41.2493292,-77.0027671
"Hays, KS",38.8791783,-99.3267702
"Platteville, WI",42.7342942,-90.4784451
"Moon Township, PA",40.5061,-80.2082
"Saratoga Springs, NY",43.0821793,-73.7853915
"Orangeburg, NY",41.0465776,-73.9496707
"Waynesburg, PA",39.8964641,-80.1792299
"Pensacola, FL",30.42130899999999,-87.2169149
nan,18.7756318,100.7730417
